"node","layer","lat","lon","zone","atcocode"
 21519,5,51.74803, 0.44421,150,"150G00003272"
 21520,5,52.22067,-0.80042,300,"     300G074"
 21521,5,52.48010,-0.83737,300,"     300G075"
 21522,5,52.28945,-1.21717,300,"     300G076"
 21523,5,52.28184,-0.90386,300,"     300G070"
 21524,5,52.22325,-0.67696,300,"     300G071"
 21525,4,52.02781,-1.14850,300,"     300G072"
 21525,5,52.02781,-1.14850,300,"     300G072"
 21526,5,51.24687,-0.72017,400,"400G4407077A"
 21527,4,52.32876,-0.90368,300,"     300G079"
 21527,5,52.32876,-0.90368,300,"     300G079"
 21528,5,52.58771,-1.10089,260," 260GCC27114"
 21529,5,51.55687,-0.46973,490,"490G00007787"
 21530,5,53.81194,-1.60853,450,"    450G3677"
 21531,5,51.32550,-0.40171,400,"400G4405006A"
 21532,5,56.46824,-2.98038,640,"  640GPT1353"
 21533,5,53.39366,-1.32443,370,"  370G102440"
 21534,5,52.02970, 1.28036,390,"    390GBUC1"
 21535,5,55.09002,-3.51654,680,"680G00000182"
 21536,5,51.44719,-0.96358, 39,"039G26750001"
 21537,5,56.30814,-3.03469,650,"   650GN0164"
 21538,5,56.31181,-3.06027,650,"   650GN0166"
 21539,5,56.30652,-3.05356,650,"   650GN0168"
 21540,5,56.17791,-3.02462,650,"   650GK0562"
 21541,5,53.65725,-1.87436,450,"    450G7713"
 21542,5,53.62744,-1.78475,450,"     450G198"
 21543,5,53.93405,-1.38338,450,"    450G7711"
 21544,5,53.93205,-1.38356,450,"    450G7710"
 21545,5,53.89341,-1.34710,450,"    450G7716"
 21546,5,53.68176,-1.84829,450,"    450G7715"
 21547,5,52.99058,-1.03315,330,"  330GGE0010"
 21548,5,53.59298,-1.66548,450,"    450G8968"
 21549,5,53.90086,-1.34130,450,"    450G7718"
 21550,5,51.56567, 0.26744,490,"490G00008777"
 21551,2,52.40618,-2.17636,910," 910GBLAKEDN"
 21551,5,52.40618,-2.17636,910," 910GBLAKEDN"
 21552,5,55.82352,-3.79806,616,"   616G11429"
 21553,5,51.40054,-0.15017,490,"490G00013150"
 21554,5,55.82243,-3.78944,616,"   616G11424"
 21555,5,55.81573,-3.78396,616,"   616G11421"
 21556,5,53.68936,-1.80535,450,"    450G1719"
 21557,5,53.68827,-1.80021,450,"    450G1718"
 21558,5,53.59198,-1.51480,370,"  370G104278"
 21559,5,53.56398,-0.09664,228,"228GCROMWE12"
 21560,5,51.87584, 0.90048,150,"150G00000771"
 21561,5,53.56723,-0.10678,228,"228GCROMWE10"
 21562,5,53.57356,-0.12345,228,"228GCROMWE14"
 21563,5,52.05288,-1.21800,300,"    300G149A"
 21564,5,51.33825,-0.14339,490,"490G00014832"
 21565,5,52.19016,-1.10304,300,"    300G149L"
 21566,5,51.46764,-0.97452, 39,"039G25600001"
 21567,5,53.72905,-1.30580,450,"    450G7020"
 21568,5,53.03483,-1.07768,330,"  330GGE0012"
 21569,5,51.29320,-0.73654,400,"400G4403139B"
 21570,5,55.93665,-4.53748,608,"   608G01500"
 21571,5,55.93937,-4.54484,608,"   608G01502"
 21572,5,56.38534,-2.89316,650,"   650GN0621"
 21573,5,51.15563, 0.11004,910,"  910GCOWDEN"
 21573,2,51.15563, 0.11004,910,"  910GCOWDEN"
 21574,5,52.31088, 0.39419, 50,"050GFO008013"
 21575,5,55.88426,-4.26774,609,"   609G06991"
 21576,5,52.85043, 0.90277,290,"    290G1072"
 21577,5,52.85185, 0.91452,290,"    290G1073"
 21578,5,52.87167, 0.89203,290,"    290G1070"
 21579,5,52.85660, 0.96210,290,"    290G1076"
 21580,5,52.84621, 0.91741,290,"    290G1074"
 21581,5,52.83878, 0.95701,290,"    290G1075"
 21582,5,52.85074, 0.99938,290,"    290G1079"
 21583,5,51.54632,-0.38148,490,"490G00009557"
 21584,5,51.49861, 0.35741,159," 159G0030301"
 21585,5,52.34339, 0.41693, 50,"050GIS006011"
 21586,5,52.49690,-1.93115,940,"  940GZZWMSH"
 21586,3,52.49690,-1.93115,940,"  940GZZWMSH"
 21587,5,52.52514,-2.00859,940,"  940GZZWMSG"
 21587,3,52.52514,-2.00859,940,"  940GZZWMSG"
 21588,5,53.67366,-1.55553,450,"    450G5699"
 21589,5,52.23449,-0.27774, 50,"050GSN001070"
 21590,5,52.85297,-0.20495,270,"270G00013271"
 21591,5,51.40033,-0.90623, 35,"035G95700001"
 21592,5,51.85781, 1.16195,150,"150G00000198"
 21593,5,51.81810, 1.12866,150,"150G00000197"
 21594,5,51.83461, 0.81941,150,"150G00000195"
 21595,5,51.73161, 0.50011,150,"150G00000194"
 21596,5,51.69030, 0.87339,150,"150G00000193"
 21597,5,51.72923, 0.67243,150,"150G00000191"
 21598,5,51.69579, 0.65134,150,"150G00000190"
 21599,5,52.85470,-0.19185,270,"270G00013272"
 21600,5,50.85759, 0.57646,140," 910GHASTING"
 21600,2,50.85759, 0.57646,140," 910GHASTING"
 21600,4,50.85759, 0.57646,140," 910GHASTING"
 21601,5,53.29502,-0.12074,270,"270G00013275"
 21602,5,51.33633,-0.74427,400,"  910GCMBLEY"
 21602,2,51.33633,-0.74427,400,"  910GCMBLEY"
 21603,5,51.94061, 1.09071,150,"150G00002777"
 21604,5,52.89981,-1.19435,339,"    339GCL15"
 21605,5,51.97044, 0.68942,150,"150G00001824"
 21606,5,51.91811, 0.84829,150,"150G00001825"
 21607,5,51.92102, 0.84536,150,"150G00001826"
 21608,5,51.93786, 0.82405,150,"150G00001827"
 21609,5,51.94221, 0.64920,150,"150G00001820"
 21610,5,51.94317, 0.64633,150,"150G00001821"
 21611,5,51.94494, 0.64168,150,"150G00001822"
 21612,5,51.94394, 0.63576,150,"150G00001823"
 21613,5,53.66469,-1.88017,450,"    450G3398"
 21614,5,50.42538,-3.56206,940," 940GZZPDGDR"
 21614,3,50.42538,-3.56206,940," 940GZZPDGDR"
 21615,5,52.67922,-1.45627,260," 260GCC25811"
 21616,5,51.94885, 0.82066,150,"150G00001828"
 21617,5,51.94892, 0.80825,150,"150G00001829"
 21618,5,53.40041,-2.61977, 69,"  069GWAR415"
 21619,5,53.40124,-2.62353, 69,"  069GWAR414"
 21620,5,53.40691,-2.62835, 69,"  069GWAR417"
 21621,5,53.39845,-2.62116, 69,"  069GWAR416"
 21622,5,53.40074,-2.62790, 69,"  069GWAR411"
 21623,5,53.39807,-2.63241, 69,"  069GWAR410"
 21624,5,53.40449,-2.62809, 69,"  069GWAR413"
 21625,5,53.40239,-2.63046, 69,"  069GWAR412"
 21626,5,53.40845,-2.63663, 69,"  069GWAR419"
 21627,5,53.40657,-2.63370, 69,"  069GWAR418"
 21628,5,52.44933,-1.81898,910," 910GACOCKSG"
 21628,2,52.44933,-1.81898,910," 910GACOCKSG"
 21629,5,52.93904,-1.18889,339,"    339GUN34"
 21630,5,53.83944,-1.87016,450,"     450G502"
 21631,5,53.84146,-1.86679,450,"     450G504"
 21632,5,53.84280,-1.86081,450,"     450G505"
 21633,5,53.84373,-1.85449,450,"     450G506"
 21634,5,52.23169, 0.78786,390,"   390G50660"
 21635,2,51.88647, 0.90477,150," 910GCLCHRTN"
 21635,5,51.88647, 0.90477,150," 910GCLCHRTN"
 21635,4,51.88647, 0.90477,150," 910GCLCHRTN"
 21636,5,53.36577,-1.55105,370,"  370G100019"
 21637,5,52.18658, 0.16152, 50,"050GCC356357"
 21638,5,52.89821,-0.52513,270,"270GLR000196"
 21639,5,52.48465,-0.91785,260,"260GCC11530A"
 21640,5,51.85636,-1.11312,340,"  340G001856"
 21641,5,56.57726,-4.08194,648,"  648G221676"
 21642,5,56.59806,-4.05236,648,"  648G221674"
 21643,5,56.61796,-3.99408,648,"  648G221670"
 21644,5,51.21424,-0.80129,400,"400G4411354B"
 21645,5,53.75243,-1.90841,450,"    450G2484"
 21646,5,53.45337,-1.38279,370,"  370G102784"
 21647,5,55.68033,-3.79850,615,"   615G14030"
 21648,2,51.71498,-5.04100,910," 910GMLFDHVN"
 21648,5,51.71498,-5.04100,910," 910GMLFDHVN"
 21649,5,53.74906,-1.90607,450,"    450G2486"
 21650,5,51.38521,-0.18856,490,"490G00015405"
 21651,5,53.74743,-1.90283,450,"    450G2487"
 21652,5,53.14185,-1.03846,330,"  330GNS0258"
 21653,5,53.75431,-1.89954,450,"    450G2480"
 21654,5,53.69101,-1.69703,450,"    450G5130"
 21655,5,52.92517,-1.26964,330,"  330GBR0119"
 21656,5,53.75727,-1.90561,450,"    450G2482"
 21657,5,56.17132,-3.24729,650,"   650GK0897"
 21658,5,52.99466,-1.22920,330,"  330GBR0115"
 21659,5,52.19085,-0.88778,300,"   300G161BW"
 21660,5,52.93731,-1.24573,330,"  330GBR0117"
 21661,5,52.93764,-1.26561,330,"  330GBR0116"
 21662,5,52.99767,-1.23677,330,"  330GBR0110"
 21663,5,53.01061,-1.28934,330,"  330GBR0113"
 21664,5,53.00961,-1.29429,330,"  330GBR0112"
 21665,2,51.53734, 0.69148,158,"  910GWCLIFF"
 21665,5,51.53734, 0.69148,158,"  910GWCLIFF"
 21666,2,51.77988, 0.59214,910," 910GHFLPEVL"
 21666,5,51.77988, 0.59214,910," 910GHFLPEVL"
 21667,5,50.34058,-4.63374,930,"     930GFCQ"
 21667,1,50.34058,-4.63374,930,"     930GFCQ"
 21668,5,52.94759,-1.41364,109,"109G00015530"
 21669,5,51.16365,-0.05327,400,"400G4410285B"
 21670,5,51.51221,-1.36261, 30,"030G53690002"
 21671,5,56.12617,-3.12097,650,"   650GK9763"
 21672,5,51.72600, 0.67652,150,"150G00002843"
 21673,5,51.72365, 0.67737,150,"150G00002842"
 21674,5,51.72075, 0.67799,150,"150G00002841"
 21675,5,51.72340, 0.68934,150,"150G00002840"
 21676,5,51.72175, 0.67374,150,"150G00002847"
 21677,5,51.72415, 0.67175,150,"150G00002846"
 21678,5,51.72618, 0.67080,150,"150G00002845"
 21679,5,51.72954, 0.67541,150,"150G00002844"
 21680,5,52.58067, 1.13709,290,"    290G2811"
 21681,5,51.72489, 0.67347,150,"150G00002849"
 21682,5,51.72087, 0.67254,150,"150G00002848"
 21683,5,52.57880, 0.80487,290,"    290G2815"
 21684,5,56.08718,-3.57118,650,"   650GD0646"
 21685,5,56.08582,-3.55374,650,"   650GD0642"
 21686,2,53.68906,-0.96086,910," 910GRAWCLIF"
 21686,5,53.68906,-0.96086,910," 910GRAWCLIF"
 21687,5,52.42049, 1.72016,390,"   390G70228"
 21688,5,53.71474,-1.35228,450,"    450G8165"
 21689,5,52.74428,-1.51810,260," 260GCC23321"
 21690,5,52.34176, 0.20969, 50,"050GSR001003"
 21691,5,52.74620,-1.51716,260," 260GCC23324"
 21692,5,52.14881, 0.09945, 50,"050GHX005008"
 21693,5,51.82782,-0.29421,210,"    210G1927"
 21694,5,52.06000, 1.24558,390,"   390G60683"
 21695,5,53.54034,-1.05876,370,"  370G104951"
 21696,5,51.46516,-0.28788,910,"  910GNSHEEN"
 21696,2,51.46516,-0.28788,910,"  910GNSHEEN"
 21697,5,51.40244,-0.36543,400,"400G4405126A"
 21698,5,56.29055,-3.72597,648,"  648G222325"
 21699,5,56.28995,-3.72893,648,"  648G222327"
 21700,5,56.26147,-3.77919,648,"  648G222320"
 21701,5,53.62995,-1.81228,450,"    450G8164"
 21702,5,52.27679, 0.86850,390,"   390G40410"
 21703,5,52.25509, 0.86623,390,"   390G40416"
 21704,5,52.36485,-0.22680, 50,"050GSK008009"
 21705,5,55.78198,-4.27625,612,"   612G03104"
 21706,5,55.61703,-4.48512,618,"   618G18097"
 21707,5,55.61820,-4.48298,618,"   618G18096"
 21708,2,51.21815,-0.05008,400," 910GGODSTON"
 21708,5,51.21815,-0.05008,400," 910GGODSTON"
 21709,5,53.06612,-0.80467,330,"  330GNS0186"
 21710,5,52.52206, 1.02501,290,"    290G1891"
 21711,5,52.51901, 1.02062,290,"    290G1892"
 21712,5,52.41896, 0.73645,290,"    290G1897"
 21713,5,52.41901, 0.73239,290,"    290G1898"
 21714,5,52.41795, 0.73325,290,"    290G1899"
 21715,5,51.54915,-0.22153,490," 940GZZLUWIG"
 21715,3,51.54915,-0.22153,490," 940GZZLUWIG"
 21716,5,53.41426,-1.48819,370,"  370G101235"
 21717,5,53.41484,-1.48894,370,"  370G101236"
 21718,5,53.41614,-1.48817,370,"  370G101237"
 21719,5,53.41311,-1.42820,370,"  370G101230"
 21720,5,53.41376,-1.48462,370,"  370G101231"
 21721,5,53.40844,-1.43049,370,"  370G101232"
 21722,5,55.72892,-3.82141,615,"   615G14015"
 21723,5,51.43291,-1.28708, 30,"030G52370001"
 21724,5,53.41983,-1.48903,370,"  370G101238"
 21725,5,53.41887,-1.48475,370,"  370G101239"
 21726,5,51.52453,-0.20064,490,"490G00018987"
 21727,5,51.50607,-0.59954, 37,"    037G0460"
 21728,5,51.46465,-0.03753,490," 910GBROCKLY"
 21728,2,51.46465,-0.03753,490," 910GBROCKLY"
 21729,5,53.01544,-1.35845,100,"100GDHT00010"
 21730,5,52.57070,-1.40887,260," 260GCC17202"
 21731,2,53.47392,-2.95629,910," 910GAINTREE"
 21731,5,53.47392,-2.95629,910," 910GAINTREE"
 21732,5,51.29221,-0.09997,400,"400G4410310A"
 21733,5,55.44879,-4.62899,619,"   619G19248"
 21734,5,51.92586, 1.10942,150,"150G00002808"
 21735,5,52.07157, 1.17172,390,"   390G30407"
 21736,5,51.39899,-0.01963,490,"490G00010789"
 21737,5,52.57085,-1.40611,260," 260GCC17201"
 21738,5,51.50940,-0.61674, 37,"    037G0286"
 21739,5,51.45110,-1.01352, 39,"039G26900001"
 21740,5,52.57017,-1.41419,260," 260GCC17207"
 21741,5,53.20765,-2.87009, 61,"   061GCH255"
 21742,5,53.21736,-2.87511, 61,"   061GCH257"
 21743,5,53.20521,-2.87667, 61,"   061GCH256"
 21744,5,53.20041,-2.86104, 61,"   061GCH250"
 21745,5,51.92852, 0.87916,150,"150G00002803"
 21746,5,52.57049,-1.41994,260," 260GCC17205"
 21747,5,53.07368,-2.86155, 61,"   061GCH259"
 21748,5,53.21632,-2.87224, 61,"   061GCH258"
 21749,5,53.90940,-1.69643,450,"    450G5138"
 21750,5,51.39041,-0.25301,490,"490G00010058"
 21751,5,50.48286,-3.76889,940," 940GZZSDBCK"
 21751,3,50.48286,-3.76889,940," 940GZZSDBCK"
 21752,5,51.51444,-0.63014, 37,"    037G0280"
 21753,5,51.38936,-0.38596,400,"400G4405258A"
 21754,5,55.78428,-4.27523,612,"   612G03103"
 21755,5,53.70831,-2.10296,450,"    450G3921"
 21756,5,56.06839,-3.71876,650,"   650GD0688"
 21757,5,55.67438,-3.78391,615,"   615G14032"
 21758,2,50.92461,-0.14595,440," 910GHASOCKS"
 21758,5,50.92461,-0.14595,440," 910GHASOCKS"
 21759,5,53.70673,-2.10438,450,"    450G3923"
 21760,5,53.92235,-1.33065,450,"    450G4971"
 21761,5,55.04857,-3.71292,680,"680G00000989"
 21762,5,52.78901,-0.37609,270,"270G00014139"
 21763,5,53.15009,-0.42189,270,"270G00014138"
 21764,5,52.98189,-1.12748,339,"    339GSH78"
 21765,5,52.98344,-1.12986,339,"    339GSH79"
 21766,5,55.84862,-3.95189,616,"   616G12226"
 21767,5,51.32178,-0.61035,400,"400G4404094A"
 21768,5,52.38165,-0.04195, 50,"050GPY001002"
 21769,5,53.48210,-0.53793,227,"227G00091174"
 21770,5,51.42319,-0.11961,490,"490G00013536"
 21771,5,56.76620,-3.33993,649,"      649G66"
 21772,5,53.64610,-0.58214,227,"227G00091176"
 21773,5,54.58997,-1.28740, 77,"   077G72533"
 21774,5,54.58963,-1.29103, 77,"   077G72532"
 21775,5,53.64347,-0.59781,227,"227G00091177"
 21776,5,54.59693,-1.28917, 77,"   077G72537"
 21777,5,54.59377,-1.28906, 77,"   077G72536"
 21778,5,54.59144,-1.28866, 77,"   077G72535"
 21779,5,54.58750,-1.27632, 77,"   077G72534"
 21780,5,52.95877,-0.13323,270,"270G00013473"
 21781,5,53.17560,-2.52568, 61,"   061GVR241"
 21782,5,54.59675,-1.28393, 77,"   077G72538"
 21783,5,51.46699,-1.35017, 30,"030G54330001"
 21784,5,51.58670, 0.70019,150,"150G00000230"
 21785,5,52.96543,-0.11064,270,"270G00013475"
 21786,5,53.17905,-2.52810, 61,"   061GVR240"
 21787,5,51.59830, 0.69635,150,"150G00000231"
 21788,5,51.56078, 0.78876,150,"150G00000317"
 21789,5,53.15178,-0.41427,270,"270G00014137"
 21790,5,53.48656,-0.53645,227,"227G00091173"
 21791,5,51.61440, 0.68434,150,"150G00000237"
 21792,5,53.61918,-1.88749,450,"    450G1337"
 21793,5,53.71726,-1.45691,450,"    450G5675"
 21794,5,55.87427,-3.96387,616,"   616G12220"
 21795,5,51.60603, 0.69225,150,"150G00000234"
 21796,5,52.82883,-0.35988,270,"270G00014134"
 21797,2,51.55069, 0.71069,158," 910GPRITLWL"
 21797,5,51.55069, 0.71069,158," 910GPRITLWL"
 21798,5,53.53170,-1.45793,370,"  370G104315"
 21799,5,53.53042,-1.45867,370,"  370G104316"
 21800,5,53.53113,-1.46275,370,"  370G104317"
 21801,5,53.49935,-1.11855,370,"  370G104310"
 21802,5,53.53470,-1.46231,370,"  370G104312"
 21803,5,53.24010,-2.51665, 61,"   061GVR249"
 21804,5,53.53066,-1.46547,370,"  370G104318"
 21805,5,53.64147,-1.52057,450,"    450G5519"
 21806,5,53.25573,-2.52431, 61,"   061GVR248"
 21807,5,51.98970, 0.84288,390,"   390G10101"
 21808,5,51.98531, 0.84623,390,"   390G10102"
 21809,5,52.21195, 0.09881, 50,"050GCC113235"
 21810,5,55.87428,-4.27958,940," 940GZZGLKEB"
 21810,3,55.87428,-4.27958,940," 940GZZGLKEB"
 21811,5,51.98931, 0.89377,390,"   390G10109"
 21812,5,51.12379,-0.75324,400,"400G4411816E"
 21813,5,51.42162,-0.44139,400,"400G4402091E"
 21814,5,51.42230,-0.44055,400,"400G4402091D"
 21815,5,52.74996,-1.00949,260," 260GCC20001"
 21816,5,53.64620,-1.49427,450,"    450G5510"
 21817,5,54.57302,-1.34961, 77,"   077G72399"
 21818,5,54.57277,-1.34573, 77,"   077G72398"
 21819,5,54.55557,-1.33968, 77,"   077G72397"
 21820,5,54.55011,-1.37602, 77,"   077G72396"
 21821,5,54.55192,-1.36794, 77,"   077G72395"
 21822,5,54.55487,-1.34323, 77,"   077G72394"
 21823,5,54.55386,-1.34917, 77,"   077G72393"
 21824,5,54.55548,-1.33701, 77,"   077G72391"
 21825,2,55.75193,-4.85326,910," 910GFAIRLIE"
 21825,5,55.75193,-4.85326,910," 910GFAIRLIE"
 21826,5,51.57702,-0.34451,490,"490G00008984"
 21827,5,51.47523, 0.18134,490,"490G00008983"
 21828,5,53.87981,-1.65830,450,"     450G920"
 21829,5,52.75694,-0.36906,270,"270G00010926"
 21830,5,52.76798,-0.37942,270,"270G00010920"
 21831,5,52.99611,-1.43516,100,"100G00013462"
 21832,5,51.60955, 0.23592,490,"490G00011971"
 21833,5,53.59970,-1.28201,450,"    450G7505"
 21834,5,52.91896,-1.73200,100,"100GDBV00977"
 21835,5,51.57993,-0.15478,490,"490G00010379"
 21836,5,53.39039,-1.23618,370,"  370G102259"
 21837,5,53.38630,-1.25272,370,"  370G102258"
 21838,5,53.39083,-1.25712,370,"  370G102253"
 21839,5,53.39497,-1.25280,370,"  370G102252"
 21840,5,53.39370,-1.26276,370,"  370G102251"
 21841,5,53.39343,-1.25748,370,"  370G102250"
 21842,5,53.38874,-1.25486,370,"  370G102257"
 21843,5,53.39206,-1.24748,370,"  370G102256"
 21844,5,53.39228,-1.26332,370,"  370G102254"
 21845,5,51.25419,-0.58602,400,"400G4407822F"
 21846,5,53.30718,-1.10455,330,"  330GBA0328"
 21847,5,51.85411, 0.14553,210,"     210G278"
 21848,5,51.85417, 0.14886,210,"     210G279"
 21849,5,51.85862, 0.16301,210,"     210G274"
 21850,5,51.85898, 0.16423,210,"     210G275"
 21851,5,51.85603, 0.16344,210,"     210G276"
 21852,5,51.85258, 0.16099,210,"     210G277"
 21853,5,51.86151, 0.15690,210,"     210G271"
 21854,5,51.86207, 0.15792,210,"     210G272"
 21855,5,51.86023, 0.15928,210,"     210G273"
 21856,5,52.03911,-0.76292, 49,"049G03020937"
 21857,5,52.03715,-0.76755, 49,"049G03020933"
 21858,5,51.39511,-1.33460, 30,"030G55470001"
 21859,5,51.30494,-0.23203,400,"400G4409217A"
 21860,5,50.81849,-0.37616,440," 910GWORTHNG"
 21860,2,50.81849,-0.37616,440," 910GWORTHNG"
 21861,5,51.60227, 0.04517,490,"490G00003728"
 21862,5,53.20724,-0.59719,270,"270GLLDP2795"
 21863,5,51.39655, 0.50019,249,"  910GSTROOD"
 21863,2,51.39655, 0.50019,249,"  910GSTROOD"
 21864,5,51.48749,-0.17849,490,"490G00003726"
 21865,5,51.57774,-0.38540,490,"490G00011399"
 21866,2,54.52943,-1.34944,910," 910GEGLSCLF"
 21866,5,54.52943,-1.34944,910," 910GEGLSCLF"
 21867,5,53.67449,-1.28984,450,"    450G6934"
 21868,5,51.25119,-0.57143,400,"400G4407213A"
 21869,5,52.17396, 1.20329,390,"   390G40455"
 21870,5,51.52856, 0.18885,490,"490G00011393"
 21871,5,52.23661, 1.56913,390,"   390G60220"
 21872,5,52.25532, 1.53839,390,"   390G60226"
 21873,5,56.67585,-2.99704,649,"  649GIM1021"
 21874,5,52.25452, 1.55785,390,"   390G60224"
 21875,5,53.83302,-1.59241,450,"    450G1857"
 21876,5,52.25646, 1.46067,390,"   390G60228"
 21877,5,51.80910,-0.16736,210,"    210G1069"
 21878,5,51.59104, 0.07566,490,"490G00010055"
 21879,5,51.64922,-0.29659,210,"    210G1065"
 21880,5,51.63774,-0.30368,210,"    210G1064"
 21881,5,56.49079,-3.00913,640,"  640GPT1762"
 21882,5,51.64396,-0.30690,210,"    210G1063"
 21883,5,51.64409,-0.30242,210,"    210G1062"
 21884,5,53.66322,-1.56658,450,"    450G5884"
 21885,5,53.66835,-1.56945,450,"    450G5886"
 21886,5,53.76066,-1.69801,450,"    450G5880"
 21887,5,53.66162,-1.56180,450,"    450G5882"
 21888,5,53.67510,-1.57293,450,"    450G5889"
 21889,5,53.67371,-1.57064,450,"    450G5888"
 21890,5,52.08252, 0.43120,390,"   390G50236"
 21891,5,51.52608,-0.31378,490,"490G00011029"
 21892,5,51.29575,-0.72721,400,"400G4403135A"
 21893,5,51.59693,-0.35692,490,"490G00011020"
 21894,5,51.59753,-0.34954,490,"490G00011021"
 21895,5,51.62535,-0.29668,490,"490G00011026"
 21896,5,51.53154,-0.08301,490,"490G00011027"
 21897,5,52.70809, 0.87364,290,"    290G1331"
 21898,2,57.59406,-4.42207,910," 910GDINGWAL"
 21898,5,57.59406,-4.42207,910," 910GDINGWAL"
 21899,5,55.84800,-4.05888,616,"   616G12095"
 21900,5,52.13958, 1.18714,390,"    390GASH1"
 21901,5,53.79421,-1.61500,450,"    450G2332"
 21902,5,56.32645,-2.76456,650,"   650GN9946"
 21903,5,52.58890,-0.24752, 59,"    059GPB24"
 21904,5,52.55620,-0.25291, 59,"    059GPB27"
 21905,5,51.45350,-1.33744, 30,"030G50300001"
 21906,5,52.55854,-0.24935, 59,"    059GPB21"
 21907,5,52.58883,-0.21829, 59,"    059GPB20"
 21908,5,52.56587,-0.24249, 59,"    059GPB22"
 21909,5,51.56395, 0.02551,490,"490G00011372"
 21910,5,51.65718,-0.09895,490,"490G00005895"
 21911,5,51.33178,-0.71006,400,"400G4403911A"
 21912,5,55.61579,-4.62230,617,"   617G17372"
 21913,5,55.61726,-4.62570,617,"   617G17373"
 21914,5,55.61889,-4.62964,617,"   617G17374"
 21915,5,51.47475,-0.37580,490,"490G00011370"
 21916,5,55.62226,-4.64042,617,"   617G17376"
 21917,5,55.62564,-4.64165,617,"   617G17377"
 21918,5,55.62708,-4.63997,617,"   617G17378"
 21919,5,55.62864,-4.63815,617,"   617G17379"
 21920,5,56.46905,-2.90110,640,"  640GPT1220"
 21921,5,56.46957,-2.89910,640,"  640GPT1221"
 21922,5,56.46964,-2.89260,640,"  640GPT1223"
 21923,5,52.98842,-1.21688,330,"  330GBR0258"
 21924,5,52.98806,-1.21378,330,"  330GBR0259"
 21925,5,51.59851,-0.48374,490,"490G00009400"
 21926,5,51.25246,-0.60592,400,"400G4407110B"
 21927,5,51.53013,-0.48140,490,"490G00012611"
 21928,5,53.00004,-1.27050,330,"  330GBR0250"
 21929,5,53.00163,-1.27443,330,"  330GBR0251"
 21930,5,52.99516,-1.24456,330,"  330GBR0256"
 21931,5,52.99206,-1.22528,330,"  330GBR0257"
 21932,5,53.00375,-1.27912,330,"  330GBR0254"
 21933,5,52.63266,-1.16416,269," 269GLC32914"
 21934,5,52.55902,-0.11478, 50,"050GWY056057"
 21935,5,53.20426,-1.20244,100," 910GSHRBROK"
 21935,2,53.20426,-1.20244,100," 910GSHRBROK"
 21936,5,56.33358,-2.78458,650,"   650GN0261"
 21937,4,52.91488, 1.12963,290,"     290G938"
 21937,5,52.91488, 1.12963,290,"     290G938"
 21938,5,52.94314, 1.14048,290,"     290G936"
 21939,5,52.94281, 1.13102,290,"     290G935"
 21940,5,52.94190, 1.12893,290,"     290G934"
 21941,5,52.94254, 1.11462,290,"     290G932"
 21942,5,52.95193, 1.08647,290,"     290G931"
 21943,5,54.60276,-3.12753, 90,"090GG02G7164"
 21944,5,52.39819,-0.73901,300,"   300G221WG"
 21945,5,54.59996,-3.11817, 90,"090GG02G7166"
 21946,5,54.83312,-3.41362, 90,"090GG02G7160"
 21947,5,54.60835,-3.14108, 90,"090GG02G7162"
 21948,5,53.14437,-2.30781, 60,"   060GCO209"
 21949,5,53.14303,-2.26933, 60,"   060GCO206"
 21950,5,53.14116,-2.28370, 60,"   060GCO207"
 21951,5,53.21922,-2.37739, 60,"   060GCO204"
 21952,5,54.59821,-3.11787, 90,"090GG02G7168"
 21953,5,52.10892, 0.17436, 50,"050GPM007010"
 21954,5,53.21385,-2.37304, 60,"   060GCO200"
 21955,5,53.21621,-2.37465, 60,"   060GCO201"
 21956,5,55.00828,-1.44863,940," 940GZZTWNSH"
 21956,3,55.00828,-1.44863,940," 940GZZTWNSH"
 21957,4,55.85518,-5.43848,607,"    607G4040"
 21957,5,55.85518,-5.43848,607,"    607G4040"
 21958,5,55.85030,-4.50470,614,"   614G02478"
 21959,5,51.24954,-0.32418,400,"400G4408238A"
 21960,2,51.63964,-1.24214,340," 910GAPPLEFD"
 21960,5,51.63964,-1.24214,340," 910GAPPLEFD"
 21961,5,52.62888, 0.21002,290,"     290G689"
 21962,5,52.64453, 0.18532,290,"     290G688"
 21963,5,52.66547, 0.25188,290,"     290G681"
 21964,5,52.67991, 0.27424,290,"     290G680"
 21965,5,52.87449, 1.43948,290,"     290G683"
 21966,5,52.64345, 0.23474,290,"     290G682"
 21967,5,52.64349, 0.19851,290,"     290G687"
 21968,5,52.64111, 0.20821,290,"     290G686"
 21969,5,53.47724,-0.06654,270,"270G02700063"
 21970,5,52.86553,-0.15365,270,"270G02700062"
 21971,5,52.86739,-0.15736,270,"270G02700061"
 21972,5,52.86651,-0.15572,270,"270G02700060"
 21973,5,53.21054,-0.12581,270,"270G02700067"
 21974,5,53.45653,-0.59396,270,"270G02700066"
 21975,5,52.90391,-0.65922,270,"270G02700065"
 21976,5,52.91003,-0.65922,270,"270G02700064"
 21977,5,53.19337, 0.33978,270,"270G02700069"
 21978,5,53.17784, 0.34869,270,"270G02700068"
 21979,5,52.96639,-1.09926,330,"  330GGE0115"
 21980,5,52.96641,-1.09457,330,"  330GGE0114"
 21981,5,52.96636,-1.10480,330,"  330GGE0117"
 21982,5,52.96580,-1.11111,330,"  330GGE0116"
